Text,Label
অসাধারন । মুগ্ধতায় আচছন্ন হয়ে আমি এরচেয়ে বেশি কিছু লিখতে পারলামনা। সত্যি আমার ভাবনার চেয়েও সুন্দর ।,positive
বাস্তবে স্পটগুলি এত সুন্দর না। এত সুন্দর করে ছবি তুলে পরবর্তী পর্যটকদের আশাহত করবেন না।,negative
"সাজেক তার সৌন্দর্য বিলীয়ে যাচ্ছে তাতে কোন সন্দেহ নেই , সেই সৌন্দর্য উপভোগ করতে গিয়ে পর্যটক নামে কিছু মানুষ সাজেকের পরিবেশটা এমনভাবে নষ্ট করে চলছে যে কয়েক বছর পর সাজেক একটি ময়লার ভাগারে তৈরী হবে ।",negative
হাড়বাড়িয়ার মধু অনেক ভালো।মধু কিনলে এখান থেকেই কেনা ভালো।,positive
ভয়ঙ্কর সুন্দর যাকে বলে এই বিচ সেটাই।,positive
এখানে যেতে হয় জঙ্গলের ভিতর দিয়ে।খুব সুন্দর ছোট একটি পুকুরও আছে এখানে।প্রচুর অবাধে ছুটাছুটি করা হরিণের দেখা মিলবে এখানে।,positive
আমরা যতক্ষণ ছিলাম সেই পুরোটা সময় জুড়েই একটি ডলফিল পানিতে লাফাচ্ছিলো।আসলেই অসম্ভব সুন্দর একটা জায়গা।,positive
"প্রচুর গাছপালায় পরিপূর্ণ হিরণপয়েন্ট।সরু কাঠের রাস্তা,গরান,গেওয়া,সুন্দরী, তারপর একটু বসার জায়গা,সব মিলিয়ে সবুজে ঘেরা এক মনোরম পরিবেশ।",positive
"আমাদের এই ট্যুরের সবচেয়ে সুন্দর আর শেষ স্পট ছিলো দুবলার চর,মূলত এর কারণেই সুন্দরবনের প্রেমে পড়ে যাই।",positive
"অসম্ভব সুন্দর একটি দ্বীপ,মাছ ধরার জন্য বিখ্যাত।",positive
"এখানে সাগরের পানিতে অনেক জেলীফিস।পানিতে হাত দিলেই ছোঁয়া যায়।এতো নির্জন,পরিপাটি, সুন্দর দ্বীপ আর দেখিনি।",positive
লঞ্চের খাবার খুবই সুস্বাদ।একবারে ১০/১০।আর তাদের স্টাফরাও খুবই আন্তরিক।,positive
আমাদের ট্যুরটা ছিলো একদম রিল্যাক্স ট্যুর। যান্ত্রিক জীবন থেকে দূরে নিরিবিলি এর মত আর কি হতে পারে।,positive
লঞ্চে সবচেয়ে সুন্দর প্রশান্তির সময়টা সন্ধ্যা হওয়ার ঠিক আগ মুহূর্ত থেকে সারা রাত।এক কাপ রং চা আর সাথে সমুদ্রের বিশালতায় হারিয়ে যাওয়া।,positive
"পরোটা আর ডাল/সবজি/লটপটি এখানে বেশি স্বাদ, কিন্তু আমি খেয়েছি লটপটি দিয়ে খিচুড়ি। পরিবেশ মোটামোটি পরিষ্কার।",positive
মসজিদ এর পাশে বড় দিঘীসহ মাজার আছে। জায়গা সুন্দর তবে এখানেও সংরক্ষণের অনেক অভাব।,neutral
"রাত ১০.০০ টায় চাপাই এর কালাই রুটি খেতে উপশহর কালাই হাউজে চলে যাই। ভিড় অনেক ছিল, আর কালাই রুটির স্পেশালিটি অর্থাৎ স্বাদ, কম মনে হয়েছে।",negative
"বাঘা শাহী জামে মসজিদ বা পুঠিয়া রাজবাড়ি অত আশা নিয়ে যাবেন না, মর্মাহত হবেন।",negative
"লঞ্চ ভ্রমণ, মেঘনা নদীর মনোমুগ্ধকর দৃশ্য, খোলা বাতাস গায়ে লাগিয়ে চায়ের কাপে চুমুক দিচ্ছেন আর দেখছেন জেলেদের রুপালি ইলিশ ধরার দৃশ্য আর মনে মনে ভাবতে লাগলেন ইস! এখন যদি সরষে ইলিশ মাছের একটা তরকারি দিয়ে গরম গরম ভাত খেতে পারতাম।",positive
বাজ পাখির চোখে দেখলে মনে হবে কোন দুর্ভেদ্য কেল্লা। সব মিলিয়ে খুব ভালো একটা রিফ্রেশমেন্ট ট্যুর হবে আশা করি।,positive
"পদ্মা, মেঘনা ও ডাকাতিয়া এই তিন নদী মোহনা এখানে এসে এক হয়েছে। দর্শনার্থীদের জন্য বেস্ট একটি জায়গা।",positive
খুবই সুন্দর এবং উপভোগ্য ওখানে গিয়ে কেউ হতাশ হবেন না।,positive
ফরিদগঞ্জ গিয়ে আউয়ালের মিষ্টি না খাওয়া মানে অনেক কিছু মিস করা।,positive
খেলেই বুঝবেন কি সুস্বাদু? আর কি মিষ্টি? কি মজা?বাড়ি এসেও হাতে এই ক্ষীরের ঘ্রাণ পাবেন।,positive
পরন্ত বিকেলে কিছু ভালো সময় যদি কাটাতে চান তাহলে চলে যান মতলব বেড়িবাধের উপর ঘুরতে। ,positive
দেখা হয়ে গেল বাংলাদেশের ২য় বৃহওম সেঁচ প্রকল্প। সাথে দেখলেন বাঁধের ভিতরে গ্রামের অপরুপ সৌন্দর্য।,positive
মেঘনা নদীর কূলে বসে ঠান্ডা বাতাস খেতে পারবেন। নদীর মৃদূ বাতাস আপনাকে একদম হিমশীতল করে দেবে। সারাদিনের ক্লান্তি আপনার নিমিষেই দূর হয়ে যাবে।,positive
অতিরঞ্জিত লিখে মানুষকে বিভ্রান্ত করবেন না।,negative
লাল শাপলার স্বর্গরাজ্য সিলেট শহর থেকে ৪০ কিলোমিটার উত্তর-পূর্বে জৈন্তা-খাসিয়া পাহাড়ের পাদদেশে জৈন্তাপুর। ,positive
শীতের আগমনের সঙ্গে সঙ্গে প্রকৃতি যেন নিজ হাতে সাজিয়ে তুলে লাল শাপলার ডিবির হাওরকে।,positive
"নৌকায় ডিবির হাওরের মাঝখানে পৌঁছে প্রথমেই মুখ থেকে অস্ফুটে বেরিয়ে এল, আহ্, কী সুন্দর!",positive
যেন ফুলে ফুলে সাজানো লালগালিচা। পুব আকাশে সূর্যের আলোকেও হার মানায় বিলের শত–সহস্র রক্তিম লাল শাপলা।,positive
নৌকা দিয়ে বিলের মাঝখান দিয়ে ঘুরছি আর চারপাশে লাল লাল ফুল। ব্যাপারটা স্বপ্নের মতো লাগছিল।,positive
ফুটন্ত লাল শাপলা ডিবির হাওরের আশপাশের পরিবেশকে মনোমুগ্ধকর করে তোলে।,positive
সঙ্গে রয়েছে নানা প্রজাতির অতিথি পাখির কিচিরমিচির সুর। মনে হয় যেন প্রকৃতি তার রূপের সঙ্গে নিজে বাদ্যযন্ত্রে সুরের ঝরনাধারা ছড়িয়ে দিয়েছে,positive
"স্বাধীন জৈন্তিয়া রাজ্যের রাজা বিজয় সিংহের সমাধিস্থল, বিলের চারপাশে খাসিয়া জৈন্তিয়া পাহাড়ের অপরূপ সৌন্দর্য বিলটিকে আর্কষণীয় করে তুলেছে৷",positive
দূর পাহাড়ে দেখা মিলবে খাসিয়াদের পান-সুপারির বাগান। প্রকৃতির বুকে শিল্পীর তুলিতে আঁকা এ যেন এক নকশিকাঁথা।,positive
প্রথম দেখাতে এটি আপনাকে খুব একটা আকৃষ্ট করবে না,negative
শিহরণ হারিয়ে যাবে সরষে ইলিশের ঘ্রাণে। জিহবায় পানি চলে আসবে মুহূর্তেই।,positive
"ঐতিহ্যবাহী একটা যায়গা। আমিও গিয়েছিলাম, খুব ভাল লেগেছিল।",positive
গত সপ্তাহে কক্সবাজার গিয়ে ছিলাম। সুগন্ধা বিচের কোনা দেখে মনে হলো ভুলে বোধহয় বলিয়ারপুরে র ময়লা র ডিপো তে চলে এসেছি।,negative
"রাতে হাটছিলাম সৈকতে, চারিদিকে এতো ময়লা দেখে রীতিমতো কান্না আসছিল।",negative
"শুধু নতুন নতুন হোটেল তৈরি ই হচ্ছে, তার কোন নিয়ম নেই শৃংখলা নেই, অন্যান্য কোন দিকেও কোন নজর নেই 😥",negative
ব্যবসা করবে কিন্তু সমাজে খরচ করবে না। হারামখোর সবাই।,negative
যা তা অবস্থা ভিতরে। পর্যটন এরিয়া কখনো এমন হতে পারে না।,negative
"দেখলে শিশুবাচ্চাও বলে দিতে পারবে কোনো পরিকল্পনা নেই সেখানে। আসলে যেভাবে টাকা উড়ে সেখানে, প্রশাসন বলেন বা ব্যবসায়ী বলেন কারো সময় নাই অন্যকিছু ভাবার।",negative
"৯২ সালে। যখন বীচ রোড ছিল না, কোন হোটেল ছিল না। পর্যটক ও খুব ই কম ছিল। ময়লা ও ছিল না। আর এখন কক্সবাজার কে মনে হয় হাট বাজার।",negative
"প্রথমত আমরা জাতি হিসেবে অসভ্য, দ্বিতীয়ত রাষ্ট্র পরিষ্কার-পরিচ্ছন্নতার ব্যাপারে উদাসীন।",negative
নোংরা পরিবেশের জন্য একটা সময় পর্যটক যাওয়া বন্ধ হয়ে যাবে। তখন প্রসাশন ও হোটেল কর্তৃপক্ষের টনক নড়বে।,negative
"১লা নভেম্বার ছিলাম কক্সবাজার, একদম সুগন্ধ্যা বিচের কাছে হোটেল - আশে পাশে রাস্তাঘাট এত নোংড়া এত অবস্থা খারাপ যে ইচ্ছে করছিলো আবার কর্নফুলি দিয়ে সেইন্টমার্টিন চলে যাই - ফিরে এসে ভুল করেছি।",negative
আমরা জাতি হিসেবে অনেক অনেক অসচেতন,negative
"এ জাতি এতই অসভ্য যে, প্রশাসনের পক্ষে অসংখ্য কর্মচারী নিয়োগ দেয়ার পরও বীচ পরিষ্কার রাখা সম্ভব হয়না।",negative
আমি গতবছর গিয়েছিলাম তখন খুব বৃষ্টি ছিল। বৃষ্টিতে যে কি পরিমাণে ভোগান্তি হয় সেটা বলে বুঝানো যাবে না।,negative
"এদেশের একমাত্র পর্যটন শহর এটা, এদেশে পর্যটন মন্ত্রণালয় ও আছে। অথচ বিন্দুমাত্র দেখার কেউ নাই। কোনো উন্নয়ন নাই।",negative
এত জঘন্য রাস্তাঘাটের অবস্থা দেখে দুখঃ হয়।,negative
"খাগড়াছড়ি থেকে দীঘিনালা, দীঘিনালা থেকে লংদুক রাস্তায় দেখবেন চিরাচরিত বিউটিফুল সিএইচটি। দুপাশে সবুজ পাহাড়ে ঘেরা উঁচু নিচু রাস্তা, পাহাড়ি ব্যস্ত জীবন ধারার চালচিত্র।",positive
"বিশেষ করে লংদুক যাওয়ার পথটি আপনি বেশি এনজয় করবেন, অন্তত কিছুক্ষণ পর পর হৈ হুল্লোড় রত কোন টুরিস্ট জীপ আপনার ধ্যান ভাঙতে আসবে না।",positive
মাইনি থেকে রাঙামাটি যাওয়ার লঞ্চে আপনি উপভোগ করতে পারবেন কাপ্তাই লেকের মায়াময়ী সৌন্দর্য।,positive
"৫ ঘন্টা আপনাকে মোহাচ্ছন্ন করে রাখার যথেষ্ট রুপ কাপ্তাইয়ের আছে, দ্যাটস ফর সিউর।",positive
এক ঘন্টা কর্নফুলির সচ্ছ পানিতে কায়াক চালিয়ে ফিরে এলাম ঘাটে। জায়গা এবং পরিবেশ অসাধারণ।,positive
দেখে স্বাদ মিটে গেছে চিরতরে। মানুষ আর মানুষ। কাপ্তাই যতটা ফাকা ঠিক ততটাই ভর্তি রাঙ্গামাটি। ছিনেমাতেই ভাল লাগছে বাস্তবে লাগে নাই,negative
অনেক ভুল করছেন টাকাও গেল বেড়ানো টা তেমন উপভোগ্য মনে হয়নি,negative
"বছরের শেষ ভ্রমণটা ছিল অসাধারণ,প্রকৃতিকে খুব কাছ থেকে দেখার জন্য এবং শীতকে ভালোভাবে অনুভব করার জন্য কাপ্তাইয়ের লেকে পারে ক্যাম্পিং করা সব থেকে ভালো চয়েস।",positive
ন্যাভি ক্যাম্প থেকে বেরাইন্যে ক্যাফেতে সিএনজি করে যাওয়ার সময় লেকের অসাধারণ দৃশ্য অার পাহাড়ের সৌন্দর্য এক কথায় অসাধারন,positive
কাপ্তাই বর্ষা মৌসুমেই বেশি সুন্দর,positive
"অসাধারণ একটি ঝর্ণা, যেন বাশ বাগানের মাথার অনেক উপর থেকে একেবেঁকে নেমে আসছে চমৎকার একটা স্রোতধারা।",positive
এই রুটের ট্র্যাকিং পথে জোঁক পাবেন অনেক।,negative
আমাদের #আমিয়াখুম-#নাফাখুম অভিযানের পুরোটা সময় জুড়েই ছিল এডভেঞ্চারে ভরপুর।,positive
এই পাহাড়ি পথ মোটেও সহজ ছিল না। রাতের অন্ধকারে একহাতে লাইট আরেক হাতে লাঠি নিয়ে সরু ও খুব পিচ্ছিল পাহাড়ে পথচলা ছিল খুবই ঝুকিপূর্ন।,negative
আমিয়াখুমের সৌন্দর্যের কথা বলতে গেলে এক কথায় বলা যায় বাংলাদেশে এর চেয়ে সুন্দর আর কিছু হতে পারে না।,positive
"উচু উচু পাহাড় বেয়ে মেঘের ভিতর দিয়ে এই গাড়ি যাত্রা শুরু করল, এ এক অন্যরকম অনুভূতি।",positive
"সতি্য কথা বলতে বান্দরবানের সৌন্দর্যের কথা লিখে,ছবি দেখিয়ে বা ভিডিও দিয়ে বোঝানো সম্ভব নয়।",positive
বলছি কারুকার্যময় স্থাপত্যশৈলীর অন্যতম নিদর্শন কাদিপুর শিব মন্দিরের কথা। এর আগেও বলেছিলাম মৌলভীবাজারের সৌন্দর্য দেখে শেষ করা কঠিন। প্রকৃতপক্ষেই তাই।,positive
কাদিপুর মন্দিরের নয়নাভিরাম নানা কারুকার্যময় শৈল্পিক আঁচড় আর চারপাশের নৈসর্গিক প্রাকৃতিক সৌন্দর্য সনাতন ধর্মাবলম্বী সহ সব ধর্মের মানুষের মন কাড়ে।,positive
নতুন স্থাপনাগুলো ৫/৬ বছর আগে নির্মান করা হয়েছে যার কাজ এখনও চলছে। সৌন্দর্যের বিবেচনায় এগুলো সবার নজর কাড়ে।,positive
পদ্মমুখ দিয়ে থুইসাপাড়া/জিন্নাপাড়া যাওয়া বাংলাদেশের সবচেয়ে সুন্দরতম প্রাকৃতিক দৃশ্যসম্পন্ন একটি ট্রেইল,positive
২০০৫ সালে ডিপার্টমেন্ট এর স্টাডি ট্যুরে সেন্টমার্টিন যেয়ে আমরা সমুদ্র বিলাসেই ছিলাম।যাওয়ার পর এর অবস্থা দেখে আমরাও হতাশ হয়েছিলাম।তিন দিন খুব কষ্ট করে আমাদের থাকতে হয়েছিল।,negative
মিজোরামের পর্বত আর মাথার ওপরে দেখা চিরচেনা মেঘেদের এত কাছ থেকে দেখার অনূভুতিই ছিল স্বর্গিয়,positive
"ভোরবেলা হঠাৎ ঘুম ভেংগে গেলে চলে যাই ট্রেন এর দরজার কাছাকাছি, আর তখনই এই মনোমুগ্ধকর দৃশ্যের আবির্ভাব ঘটে। গোলাপি, বেগুনি, ক্রমে হলুদ সব রকম ট্রানজিশন আজ স্বচক্ষে দেখার সৌভাগ্য হয়েছে ।",positive
অনেক আধুনিক ও সৃজনশীল স্থাপনা। ভিতরে কোনো কলাম নেই।,positive
"সব চোর বাটপার এর সাথে দেখা হয়েছে বাঙালি পাড়ায় এসে। কারো মানিব্যাগ চুরি হয়, কারো চার্জার।",negative
"পাহাড়ি মানুষগুলো খুব সরল। আবার যাবো শুধু ওদের সাথেই সময় কাটাতে। ওদের পাড়ায় থাকার সময় কোন সমস্যাই হয়নি, গাইডও খুব ভালো ছিল, আমাদের বয়সী ছেলেটা, আমাদের বন্ধু হয়ে গিয়েছে।",positive
সত্যিকার অর্থে যারা পাহাড়ে থাকে তারা আমাদের সমতলের চেয়ে অধিক সহজ মনের মানুষ! আমি যতবার যাই ততবার তাদের প্রেমেই পড়ি! 💓💓💓,positive
কেওক্রাডং এ তো গোসলের মারাত্মক অসুবিধা আছে এইটা যারা গেছেন তারা হয়তো বুঝসেন।গোসল করতে হয় হোটেলের পিছনে খোলামেলা জায়গায়😅😅😅।,negative
ওদের কঠিন চেহারা যেদিন দেখবেন সেদিন বুঝবেন সরলতা কি। আজ পাহাড় থেকে বাহিনী সরালেই সব সরলতা বক্রাকৃতির মতো দেখতে পাবেন।,negative
জিন্না পাড়া থেকে দেবতা পাহাড় এ ট্রাকিং করার কথা মনে হলে এখন অন্য রকম এক ফিলিংস কাজ করে,positive
ভয়াবহ ট্রেকিং ছিল। বহু মানুষ ফিরে গেছে। আমিও প্রথমে ভয় পেয়েছিলাম।,negative
এই জায়গাটা তে থেকে যে শান্তি সেটা আর কোথাও পাবো কিনা জানিনা । জায়গাটা এক অন্যরকম সুন্দর এ ঘেঁরা ।,positive
সব চোর বাটপার এর সাথে দেখা হয়েছে বাঙালি পাড়ায় এসে,negative
নিদারুন হলেও সত্য পাহাড়ীদের মন সত্যিই সহজ সরল।,positive
পাহাড় যতই দেখবেন আপনি ততই মুগ্ধ হবেন আর পাহাড় ভ্রমনের নেশাটা তীব্রভাবে বেড়ে যাবে।,positive
এত সরল যে গতকাল আমাদের এলাকায় ২০জনের উপর আক্রমণ করছে।।১০জনের গুরুতর অবস্থা,negative
"প্রতিটি টুরিস্ট স্পট যেনো এক একটা প্রতারণার ফাঁদ , প্রত্যকটি জায়গায় যেকোন জিনিসের নির্ধারিত মুল্যের চেয়ে অতিরিক্ত মুল্যে নেয়া হচ্ছে!",negative
এসব লোভী ব্যবসায়ীগুলো অল্প জায়গা ঘুরিয়ে বা সুযোগ নিয়ে এসব অসহায় মানুষের এত কষ্টের টাকা মেরে খাওয়ার চিন্তা করে যারা খুব কষ্ট করে পরিবার কে নিয়ে একটু ভ্রমণ করার চেস্টা করে!,negative
"কক্সবাজার সহ আরো অনেক জায়গাতে হোটেল , যাতায়ত ,খাবার খরচ খুব বেশি যেটা অন্যান্য উন্নত দেশের তুলনায় অনেক অনেক বেশি ! এতে করে দেশের মানুষ নিজ দেশে ভ্রমনে উৎসাহি হয় না বরং বিদেশ চলে যায় এতে করে দেশের অনেক ক্ষতি হচ্ছে। ",negative
"সিলেট, কক্সবাজার যেখানেই গেলাম যেন ডাকাতি।",negative
"ঘুরতে গেলে অবশ্যই খাওয়া বা গাড়িতে ওঠার আগে মুল্য জেনে নেবেন ,নয়ত হয়রানির সম্ভাবনা আছে",negative
বাংঙালী অনেক লোভী। এজন্য আমাদের প্রতিটি পর্যোটন এরিয়া গুলোর পরিবেশ নষ্ট।,negative
আপনি যেই বাংঙালী অধ্যুসিত কোন বাজার অথবা পর্যোটন এরিয়া গুলো যাবেন আপনার বেশভুসা দেখে দাম চাইবে। এজন্যই অনেক বাংলাদেশী দেশের সুন্দর জায়গা রেখে বিদেশে যায়।,negative
এদেশের মানুষ অল্প পরিশ্রমে বেশি খেতে চায়।,negative
"বাংলাদেশে ট্যুর না দিয়ে ইন্ডিয়া, বালি, নেপাল, ভূটান এসব ট্যুর দিলেও লাভ আছে। সিন্ডিকেট থেকে বাঁচা যায়। 🙂",negative
বাংলাদেশের মানুষ যতো লোভী আমার মনে হয় পৃথিবীর অন্য কোনো দেশের মানুষ তেমন নয়।চরিত্র ঠিক নেই অথচ ধর্ম নিয়ে বাড়াবাড়ি!,negative
 রিকশা ভাড়াও দিগুন হয়ে যায়। আবার ঐ সব এলাকার মানুষের আচরণ ভালো না।,negative
কক্সবাজারে ৮০০/১০০০ টাকার হোটেলের ভাড়া ৩০০০/৩৫০০ টাকা চাওয়ায় এক রাত তীব্র শীতের মধ্যে বীচে কাটাতে হয়েছিলো 😇দেশের উপর থেকে সব বিশ্বাস সেদিনই উঠে গেছে আমার 🙂,negative
"কোনদিন হয়তবা অনেক টাকা হবে, অনেক আরামে থাকবো, কিন্ত এই দুঃসহ স্মৃতি ভোলার মত নয়।",negative
বাংলাদেশে কম খরচে ট্যুর দেয়া এখন স্বপ্নের মতো ব্যপার টা,negative
চাইনিজদের এখনও চেনেন নি । ট্যুরিসটদের সাথে চায়নাতে কিরকম স্ক্যামিং হয় অনেক প্রুফ দিতে পারব ।,negative
শুধু কক্সবাজার ট্যুর দিতে যে টাকা খরচ হয় সেটা দিয়ে দিল্লি কাশ্মীর ট্যুর দিয়ে আসতে পারবেন । বিডিতে নিরাপত্তার একটা বিষয় আছে সাথে কোন মহিলা নিয়ে ট্যুর দেওয়া অনেক ডিফিকালট ।,negative
বিডিতে এটা চিন্তাই করা যায় না । সব খাবারের দাম চায়নার চেয়ে দ্বিগুন বেশী বলা যায় ।,negative
কম সময়ে বেশি ইনকাম করতে যেয়ে অল্প দিনেই যে পর্যটনের ভবিষ্যত সম্ভাবনাময় একটা খাতকে মেরে ফেলছে এটা ওরা বোঝেনা।,negative
"সিন্ডিকেট করে বসে থাকবে আর বলবে পর্যটন শিল্প ডিজিটালাইজড হচ্ছে, তো পাবলিক ৫টাকার জায়গায় ১০টাকা কেন খরচ করবে, মেডিকেল খাততো ধ্বংস হয়েই গেছে এটাও যাবে!!",negative
"আসলেই এইসব কারনে ঘুরতে গিয়ে, মজা করতে গিয়েও মেজাজ খারাপ হয়ে যায়।অনেকেরি ঘুরার আগ্রহই চলে যায় এসব কারনে...",negative
এ দেশের বেশির ভাগ লোকই ধর্মের দোহাই দিয়ে মানুষ ঠকায়।,negative
"নীতি কম - বেশি সব দেশেরই আছে, শুধু বাংলাদেশীদের নাই ।",negative
এটা ঠিক বলছেন আমারা জাতী হিসেবে মারত্নক লোভী।,negative
"কাপ্তাই লেক এ ঘুরতে গিয়েছিলাম, খাবারের প্রাইস অনেক বেশি তো বটেই তবে যেটা সবচেয়ে খারাপ যেটা ছিল সেটা হল প্রতি বাটি মুশুর ডাল এর দাম রাখল 100 টাকা",negative
এ দেশে টুরিস্ট প্লেসে ব্যবসায়ীদের প্রচুর লোভ। আর পর্যটন খাতে একটা জঘন্য রকমের দৌরাত্ম রয়েছে যেগুলা সিন্ডিকেট টাইপের৷ একসাথে সব কিছুরই দাম বাড়ায়া রাখে এমন।,negative
"China তে যে কতো নীতি আছে সেইটা জানি ভাই, নিজের ভালো শিক্ষা হয়ে গেছে তাদের নীতি দেখে",negative
"সুশিক্ষার অভাব, দুর্নীতিপরায়নতা ও অল্প সময়ে মানুষকে ঠকিয়ে ধনী হওয়ার প্রবণতাই বর্তমান অবস্থার জন্য দায়ী।",negative
আমাদের মূলত কোন মানবতা নেয়,negative
কিছু দিন আগে কক্সবাজার গিয়েছিলাম দেখলাম সব জায়গাতেই কেমন যেন প্রতারাকে ভরপুর ।,negative
এই রকম চললে লোকজন হিসু করতেও করমজল যাবে না ৷,negative
সব কিছুর দাম বেশি ।আবার অধিকাংশ জিনিস দুই নাম্বার।,negative
দেশের টুরিস্ট স্পট গুলোতে হোটেল/মোটেল বা রিসোর্টের নামে যে পরিমান টাকা নেয় তার অর্ধেক টাকায় এর চাইতে ৩ গুন বেশী ভালো জায়গাতে থাকা যায় দেশের বাইরে।,negative
খাবার দাবারের কথা কি আর বলবো। সাস্রয়ী মূল্যে কোথাও যে সুস্বাদু খাবার খাবো তারও উপায় নাই 😐,negative
শুধু নিকলি না আমাদের দেশের টুরিস্ট স্পট গুলো তে আমাদের অনেক খরচ করতে হয়। ,negative
"না চিনলে মন মতো ভাড়া আদায় করে থাকে।তার পর হোটেল, রিসোর্ট গুলো তুলনামূলক বেশি নেয়।",negative
"যেই টাকা দেশে ট্যুর দিবো সেই টাকায় ইন্ডিয়া বা নেপাল,ভুটান যাওয়া যায়।",negative
আমাদের দেশের এমন অবস্থা এখন কক্সবাজার যাওয়ার টাকা দিয়ে ভুটান যাওয়া যাবে।সবকিছুতে ট্যুরিস্টদের ঠকানোর চিন্তা। ,negative
অামার দেখা সবচেয়ে সুন্দর জায়গা❤️❤️❤️,positive
"আমিয়াখুম, বান্দরবান😍😍😍 আমি এর প্রেমে পড়ে গেছি😍😍😍নিজের চোখে না দেখলে বুঝতামই না যে এত সুন্দর😍😍",positive
"৮/৯ ঘন্টা ট্রেকিং এর পর থুইসা পাড়া, যারা এই ঝিরি পথ দিয়ে গেছেন তারাই শুধু বুঝবেন এর কষ্টটা যে এটা কতটা কঠিন।",negative
"দেবতার পাহাড় নামা পুরো বান্দরবানের সবচেয়ে কঠিনতম কাজ। আর দেবতার যদি অনিচ্ছা থাকে, তবে এই পাহাড় বেয়ে মানুষ নামতে পারে না। 🙂🙂",negative
এই খুম দেখার পর সব কষ্ট যেনো এক নিমিষেই শেষ হয়ে গেল😍😍😍।,positive
অসাধারণ ❤️❤️❤️ ভয়ঙ্কর সুন্দর ❤️,positive
"এইবার যেয়ে দেখলাম জঘন্য,,",negative
"আবহাওয়া এখনও গরম- সবকিছু অবিশাস্য দাম---নাম শুনে গেছিলাম শখ ছিলো, প্রত্যাশার ১০% পাইছি।",negative
"প্রকৃতিও এখন মানুষকে খুশি করতে পারছে না, কারন প্রকৃতির মাঝে বিষ আমরাই ঢুকিয়ে এসেছি।",negative
"দেশের এ খাল দেখে নীল জলারাশি দেখার আক্ষেপ মিটতে পারে। কেউ বা আবার নীল নদ দেখতে উদগ্রীবও হতে পারেন। ভ্রমণ শেষে আপনার মনে হতে পারে, এটা সিলেটের নীল নদ বা বাংলার নীল নদ।",positive
লালাখাল অনেক সুন্দর।,positive
"সাইরু হিল রিসোর্ট , অবস্থান ও সৌন্দর্যের কথা চিন্তা করলে বর্তমানে বাংলাদেশের সবচেয়ে সুন্দর রিসোর্ট গুলোর একটি । ",positive
" প্রায় ১৮০০ ফুট উঁচু পাহাড় চূড়ায় নান্দনিক ডিজাইন , প্রকৃতির ছায়ায় সাজানো গুছানো পরিবেশ ,  চারপাশের সবুজ পাহাড় সারি , চোখের সামনে মেঘেদের আনাঘোনা , প্যানোরোমিক ভিউ এই সব কিছু আপনার সময়টুকু উপভোগ্য করে তুলবে ।",positive
"আমার মেস মেটরা এবার সাকাহাফং,তাজিংডং যেতে পারে নাই সন্ত্রাসীদের কারনে।",negative
পাহাড়ের উপর হোটেল খুবই মনোমুগ্দোকর.,positive
বাংলাদেশের যে রাস্তা আর যে ধূলাবালিতাতে মানুষ গুলা আর মানুষ থাকবে না।বাসের ভিতরেই কালো ভূত হয়ে যাবে!🤣🤣🤣,negative
দুদিন পরে দেখা যাবে মেইনটেনেন্স এর অভাবে বিআরটিসি ডিপোতে পড়ে আছে,negative
বাজার থেকে টাটকা ইলিশ কিনে আনা কিংবা ইলিশের স্বাদে বুদ হওয়ার জন্য ডে লং ট্যুর স্পট হিসেবে বর্তমানে চাঁদপুর অত্যন্ত জনপ্রিয়।,positive
জায়গা একটাই কিন্তু একেকজন একেক নামে চিনে।।তিন নদীর মোহনা জায়গা টা অনেক সুন্দর।অনেক মানুষ বসে আড্ডা দেয়,positive
আসার আগে অবশ্যই বিখ্যাত ওয়ান মিনিট আইসক্রিম চেখে আসতে ভুলবেন না।দাম হিসেবে খেতে তেমন আহামরি না।তবে ঐতিহ্য বলে কথা,neutral
ঢাকার পাশেই এতো সুন্দর জায়গা 😍 জিন্দা পার্ক ,positive
"নীল আকাশের সাথে সমুদ্রের নীল জলের মিতালী, সারি সারি নারিকেল গাছ এ দ্বীপের সৌন্দর্য বাড়িয়েছে বহুগুন |",positive
"যাদের জন্য মালদ্বীপ,বালি খুব খরচের মনে হয় তাদের জন্য থাইল্যান্ড এর ফুকেট হতে পারে আদর্শ যায়গা।প্রায় অর্ধেক খরচে সমুদ্রের অপুর্ব স্বাদ গ্রহন করা সম্ভব।",positive
"১৮ কিলোমিটার দৈর্ঘ্যের সৈকত বিশিষ্ট ""কুয়াকাটা"" বাংলাদেশের অন্যতম নৈসর্গিক সমুদ্র সৈকত।",positive
"কুয়াকাটা অবশ্যই কক্সবাজারের মতন খুব জাকজমকপূর্ণ নয়, ভালো ব্যবস্থা বা হোটেল পরিসরে কম",negative
"হাজার হাজার মানুষের চিল্লানি ফাল্লানি নাই, তাই কুয়াকাটা হল শান্তিতে সময় কাটানোর একটি ভ্রমণ জায়গা। আবার বাজেট কম থাকলে অবশ্যই কুয়াকাটা বেষ্ট, একদমই কম খরচে ঘুরা হল।",positive
যারা আমার মত জেটিঘাট থেকে টিকিট কাটবেন ভেবে যাবেন তারা বিপদে পড়বেন। জাহাজের তুলনায় যাত্রী সংখ্যা বেশি বলে ঝামেলায় পড়তে হয়।,negative
